# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
hsaE	Rv3536c	CCP46358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsaG	Rv3535c	CCP46357	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsdM	Rv2756c	CCP45555	protein_coding	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
hsdS	Rv2761c	CCP45560	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
hsdS.1	Rv2755c	CCP45554	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsp	Rv0251c	CCP42980	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hspR	Rv0353	CCP43083	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
hspX	Rv2031c	CCP44804	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
htdX	Rv0241c	CCP42970	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
htdY	Rv3389c	CCP46210	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
htdZ	Rv0130	CCP42855	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
htpG	Rv2299c	CCP45081	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
htpX	Rv0563	CCP43301	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
htrA	Rv1223	CCP43979	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
hupB	Rv2986c	CCP45791	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
hycD	Rv0084	CCP42809	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hycE	Rv0087	CCP42812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hycP	Rv0085	CCP42810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hycQ	Rv0086	CCP42811	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
icd1	Rv3339c	CCP46160	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
icd2	Rv0066c	CCP42789	protein_coding	0	0	1	13	0	0	0	0	10	0	1	0	0	0	0	0	0	0	3
icl1	Rv0467	CCP43200	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
ideR	Rv2711	CCP45509	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
idi	Rv1745c	CCP44511	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
idsA1	Rv3398c	CCP46220	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
idsA2	Rv2173	CCP44950	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
idsB	Rv3383c	CCP46204	protein_coding	0	0	2	9	0	0	0	0	6	0	2	0	0	0	0	0	0	0	3
ileS	Rv1536	CCP44300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ileT	EBG00000313329	EBG00000313329-1	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
ilvA	Rv1559	CCP44323	protein_coding	0	1	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4
ilvB1	Rv3003c	CCP45809	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ilvB2	Rv3470c	CCP46292	protein_coding	0	0	1	12	0	0	0	0	9	0	1	0	0	0	0	0	0	0	3
ilvC	Rv3001c	CCP45807	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ilvD	Rv0189c	CCP42916	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
ilvE	Rv2210c	CCP44987	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
ilvG	Rv1820	CCP44586	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ilvN	Rv3002c	CCP45808	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ilvX	Rv3509c	CCP46331	protein_coding	0	0	0	41	0	0	0	0	11	0	0	0	0	0	0	0	0	0	30
impA	Rv1604	CCP44368	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
infA	Rv3462c	CCP46284	protein_coding	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8
infC	Rv1641	CCP44406	protein_coding	1	0	0	5	0	0	0	0	3	0	0	0	1	0	0	1	0	0	2
inhA	Rv1484	CCP44244	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
iniA	Rv0342	CCP43072	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
iniB	Rv0341	CCP43071	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
iniC	Rv0343	CCP43073	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ino1	Rv0046c	CCP42768	protein_coding	0	0	1	10	0	0	0	0	3	0	1	0	0	0	0	0	0	0	7
irtA	Rv1348	CCP44106	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
irtB	Rv1349	CCP44107	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
iscS	Rv3025c	CCP45833	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
ispD	Rv3582c	CCP46405	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ispE	Rv1011	CCP43761	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
ispF	Rv3581c	CCP46404	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
iunH	Rv3393	CCP46214	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
kasA	Rv2245	CCP45025	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
kasB	Rv2246	CCP45026	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
katG	Rv1908c	CCP44675	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3
kdpA	Rv1029	CCP43780	protein_coding	0	2	1	5	0	0	0	0	1	0	1	0	0	0	0	0	0	2	4
kdpB	Rv1030	CCP43781	protein_coding	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6
kdpC	Rv1031	CCP43782	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
kdpD	Rv1028c	CCP43778	protein_coding	0	2	1	6	0	0	0	0	3	0	1	0	0	0	0	0	0	2	3
kdpE	Rv1027c	CCP43777	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6
kdpF	Rv1028A	CCP43779	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
kdtB	Rv2965c	CCP45769	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
kgtP	Rv3476c	CCP46298	protein_coding	0	1	1	6	0	0	0	0	2	0	1	0	0	0	0	0	0	1	4
kmtR	Rv0827c	CCP43575	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
ksgA	Rv1010	CCP43760	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
kshA	Rv3526	CCP46348	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
kshB	Rv3571	CCP46394	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
kstD	Rv3537	CCP46359	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
kstR	Rv3574	CCP46397	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lat	Rv3290c	CCP46109	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ldtA	Rv0116c	CCP42841	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ldtB	Rv2518c	CCP45312	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
lepA	Rv2404c	CCP45195	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lepB	Rv2903c	CCP45705	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
leuA	Rv3710	CCP46536	protein_coding	0	0	1	7	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4
leuB	Rv2995c	CCP45800	protein_coding	0	2	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3
leuC	Rv2988c	CCP45793	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
leuD	Rv2987c	CCP45792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
leuS	Rv0041	CCP42763	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
leuT	EBG00000313373	EBG00000313373-1	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
leuU	EBG00000313328	EBG00000313328-1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
leuV	EBG00000313382	EBG00000313382-1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
leuW	EBG00000313360	EBG00000313360-1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
leuX	EBG00000313331	EBG00000313331-1	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
lexA	Rv2720	CCP45518	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
lgt	Rv1614	CCP44378	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
lhr	Rv3296	CCP46115	protein_coding	0	1	1	4	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0
ligA	Rv3014c	CCP45820	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ligB	Rv3062	CCP45871	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
ligC	Rv3731	CCP46558	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
ligD	Rv0938	CCP43686	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
lipA	Rv2218	CCP44995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lipB	Rv2217	CCP44994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lipC	Rv0220	CCP42948	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
lipD	Rv1923	CCP44690	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
lipE	Rv3775	CCP46604	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
lipF	Rv3487c	CCP46309	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
lipG	Rv0646c	CCP43389	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lipI	Rv1400c	CCP44159	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1
lipJ	Rv1900c	CCP44667	protein_coding	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1
lipL	Rv1497	CCP44258	protein_coding	0	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1
lipM	Rv2284	CCP45066	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lipN	Rv2970c	CCP45774	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lipO	Rv1426c	CCP44185	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lipP	Rv2463	CCP45256	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lipQ	Rv2485c	CCP45279	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
lipR	Rv3084	CCP45893	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
lipT	Rv2045c	CCP44818	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
lipU	Rv1076	CCP43827	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lipV	Rv3203	CCP46018	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lipW	Rv0217c	CCP42945	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
lipX	Rv1169c	CCP43925	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
lipY	Rv3097c	CCP45906	protein_coding	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1
lipZ	Rv1834	CCP44600	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lldD1	Rv0694	CCP43438	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lldD2	Rv1872c	CCP44638	protein_coding	0	0	1	6	0	0	0	0	2	0	1	0	0	0	0	0	0	0	4
lpdA	Rv3303c	CCP46122	protein_coding	1	0	1	4	0	0	0	0	1	0	1	0	0	0	1	0	0	0	3
lpdC	Rv0462	CCP43195	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2
lppA	Rv2543	CCP45338	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2
lppB	Rv2544	CCP45339	protein_coding	0	3	6	2	0	0	0	0	0	0	6	0	0	0	0	0	0	3	2
lppC	Rv1911c	CCP44678	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
lppD	Rv1899c	CCP44666	protein_coding	0	0	1	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1
lppE	Rv1881c	CCP44647	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
lppF	Rv1921c	CCP44688	protein_coding	1	0	0	3	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1
lppG	Rv1946c	CCP44713	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lppI	Rv2046	CCP44819	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
lppJ	Rv2080	CCP44855	protein_coding	0	0	0	40	0	0	0	0	35	0	0	0	0	0	0	0	0	0	5
lppK	Rv2116	CCP44891	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
lppL	Rv2138	CCP44913	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lppM	Rv2171	CCP44948	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lppN	Rv2270	CCP45051	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
lppO	Rv2290	CCP45072	protein_coding	0	0	1	5	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1
lppP	Rv2330c	CCP45117	protein_coding	0	0	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2
lppQ	Rv2341	CCP45129	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
lppR	Rv2403c	CCP45194	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lppT	Rv1799	CCP44565	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lppU	Rv2784c	CCP45583	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lppV	Rv2796c	CCP45595	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
lppW	Rv2905	CCP45707	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
lppX	Rv2945c	CCP45749	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lppY	Rv2999	CCP45805	protein_coding	0	0	1	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4
lppZ	Rv3006	CCP45812	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
lpqA	Rv3016	CCP45822	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
lpqB	Rv3244c	CCP46063	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lpqC	Rv3298c	CCP46117	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
lpqD	Rv3390	CCP46211	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lpqE	Rv3584	CCP46407	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lpqF	Rv3593	CCP46416	protein_coding	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
lpqG	Rv3623	CCP46446	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
lpqH	Rv3763	CCP46590	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
lpqI	Rv0237	CCP42966	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
lpqJ	Rv0344c	CCP43074	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
lpqK	Rv0399c	CCP43130	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
lpqL	Rv0418	CCP43149	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
lpqM	Rv0419	CCP43150	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
lpqN	Rv0583c	CCP43321	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lpqO	Rv0604	CCP43343	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lpqP	Rv0671	CCP43414	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3
lpqQ	Rv0835	CCP43583	protein_coding	0	1	1	6	0	0	0	0	3	0	1	0	0	0	0	0	0	1	3
lpqR	Rv0838	CCP43586	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
lpqS	Rv0847	CCP43595	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
lpqT	Rv1016c	CCP43766	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
lpqU	Rv1022	CCP43772	protein_coding	0	0	2	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2
lpqV	Rv1064c	CCP43815	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
lpqW	Rv1166	CCP43922	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
lpqX	Rv1228	CCP43984	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3
lpqY	Rv1235	CCP43991	protein_coding	0	1	1	5	0	0	0	0	3	0	1	0	0	0	0	0	0	1	2
lpqZ	Rv1244	CCP44000	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
lprA	Rv1270c	CCP44026	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
lprB	Rv1274	CCP44030	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
lprC	Rv1275	CCP44031	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
lprD	Rv1343c	CCP44101	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lprE	Rv1252c	CCP44008	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lprF	Rv1368	CCP44127	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
lprG	Rv1411c	CCP44170	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
lprH	Rv1418	CCP44177	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
lprI	Rv1541c	CCP44305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
lprJ	Rv1690	CCP44455	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
lprK	Rv0173	CCP42899	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
lprL	Rv0593	CCP43332	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
lprM	Rv1970	CCP44739	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
lprN	Rv3495c	CCP46317	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
lprO	Rv0179c	CCP42905	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
lprP	Rv0962c	CCP43711	protein_coding	0	0	1	7	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4
lprQ	Rv0483	CCP43217	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
lrpA	Rv3291c	CCP46110	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lsr2	Rv3597c	CCP46420	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ltp1	Rv2790c	CCP45589	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ltp2	Rv3540c	CCP46362	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ltp3	Rv3523	CCP46345	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
ltp4	Rv3522	CCP46344	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
lysA	Rv1293	CCP44050	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
lysS	Rv3598c	CCP46421	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
lysT	EBG00000313379	EBG00000313379-1	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
lysU	EBG00000313316	EBG00000313316-1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
lysX	Rv1640c	CCP44405	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4
lytB1	Rv3382c	CCP46203	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
lytB2	Rv1110	CCP43863	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
mak	Rv0127	CCP42852	protein_coding	0	0	2	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2
malQ	Rv1781c	CCP44548	protein_coding	1	0	0	4	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1
manA	Rv3255c	CCP46074	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
manB	Rv3264c	CCP46083	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mapA	Rv0734	CCP43479	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mapB	Rv2861c	CCP45662	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
mas	Rv2940c	CCP45743	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
mazE1	Rv0456B	CCP43189	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mazE2	Rv0660c	CCP43403	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
mazE3	Rv1103c	CCP43856	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mazE4	Rv1494	CCP44255	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
mazE5	Rv1943c	CCP44710	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mazE6	Rv1991A	CCP44763	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
mazE7	Rv2063	CCP44836	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
mazE8	Rv2274A	CCP45056	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mazE9	Rv2801A	CCP45601	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
mazF1	Rv0456A	CCP43188	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mazF2	Rv0659c	CCP43402	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
mazF3	Rv1102c	CCP43855	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
mazF4	Rv1495	CCP44256	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
mazF5	Rv1942c	CCP44709	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mazF6	Rv1991c	CCP44762	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
mazF7	Rv2063A	CCP44837	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
mazF8	Rv2274c	CCP45055	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
